CLUSTER,TOKEN,R,ROC_AUC,DOMAIN
5,episodic_memory,0.07368236212628541,0.5684386908895309,Recognition Memory
5,recognition_memory,0.0725609841560359,0.5684386908895309,Recognition Memory
5,episodic_simulation,0.07154895391808434,0.5684386908895309,Recognition Memory
5,recall,0.06825330384043682,0.5684386908895309,Recognition Memory
5,recognition,0.06692028842160741,0.5684386908895309,Recognition Memory
5,autobiographical_memory,0.06387200179383437,0.5684386908895309,Recognition Memory
5,retrieval,0.06148055992049775,0.5684386908895309,Recognition Memory
5,remembering,0.061260057272874965,0.5684386908895309,Recognition Memory
5,semantic_memory,0.05937955259486739,0.5684386908895309,Recognition Memory
5,semantic_information,0.05906569369003846,0.5684386908895309,Recognition Memory
5,cognitive_map,0.05896776312045785,0.5684386908895309,Recognition Memory
5,spatial_memory,0.056595394524385376,0.5684386908895309,Recognition Memory
5,episodic_future_thinking,0.053408002863026806,0.5684386908895309,Recognition Memory
5,memory_process,0.05296435558701209,0.5684386908895309,Recognition Memory
5,prospection,0.0527766682709668,0.5684386908895309,Recognition Memory
5,face_perception,0.05134292623317077,0.5684386908895309,Recognition Memory
5,familiarity,0.04875804553117587,0.5684386908895309,Recognition Memory
5,source_memory,0.04785207001047735,0.5684386908895309,Recognition Memory
5,emotional_memory,0.046427368669136125,0.5684386908895309,Recognition Memory
5,remote_memory,0.04609799399233766,0.5684386908895309,Recognition Memory
5,navigation,0.04588547680197617,0.5684386908895309,Recognition Memory
5,encoding,0.045476776199626506,0.5684386908895309,Recognition Memory
5,encoding_task,0.0448315359375606,0.5684386908895309,Recognition Memory
6,visual_imagery,0.09710436712373616,0.5679338743944737,Familiarity
6,memory,0.0947844073047472,0.5679338743944737,Familiarity
6,remembering,0.09447374025784662,0.5679338743944737,Familiarity
6,memory_retrieval,0.09177281979969948,0.5679338743944737,Familiarity
6,episodic_memory,0.09029424534809748,0.5679338743944737,Familiarity
6,retrieval,0.0902015773914442,0.5679338743944737,Familiarity
6,recall,0.07445972946343599,0.5679338743944737,Familiarity
6,mental_imagery,0.07344276016962425,0.5679338743944737,Familiarity
6,imagine,0.07327547003246522,0.5679338743944737,Familiarity
6,imagery,0.07258294671250115,0.5679338743944737,Familiarity
6,encoding,0.07167435981825883,0.5679338743944737,Familiarity
6,episodic_simulation,0.06967531532227192,0.5679338743944737,Familiarity
6,autobiographical_memory,0.06943842399942106,0.5679338743944737,Familiarity
6,prospection,0.06495992788151801,0.5679338743944737,Familiarity
6,recognition_memory,0.06408978158767886,0.5679338743944737,Familiarity
6,spatial_memory,0.06227004929921547,0.5679338743944737,Familiarity
6,episodic_future_thinking,0.060836411981057936,0.5679338743944737,Familiarity
6,semantic_memory,0.060117981057433725,0.5679338743944737,Familiarity
6,familiarity,0.059494504029972126,0.5679338743944737,Familiarity
6,navigation,0.059323142372981585,0.5679338743944737,Familiarity
6,recognition,0.05846039642673503,0.5679338743944737,Familiarity
6,source_memory,0.05622083802983793,0.5679338743944737,Familiarity
6,memory_process,0.056157453289574916,0.5679338743944737,Familiarity
6,judgment,0.0553565729624718,0.5679338743944737,Familiarity
7,memory,0.18865946690805926,0.6535431506965161,Recall
7,emotion,0.1678851696795547,0.6535431506965161,Recall
7,fear,0.16688016160167482,0.6535431506965161,Recall
7,episodic_memory,0.16146327759130166,0.6535431506965161,Recall
7,declarative_memory,0.1554216478680632,0.6535431506965161,Recall
7,remembering,0.1525848756016867,0.6535431506965161,Recall
7,valence,0.14880125484047524,0.6535431506965161,Recall
7,recognition_memory,0.14502296778971366,0.6535431506965161,Recall
7,facial_expression,0.14326741308458868,0.6535431506965161,Recall
7,emotional_memory,0.1390372962928758,0.6535431506965161,Recall
7,encoding,0.1381056579198014,0.6535431506965161,Recall
7,arousal,0.13264683216108125,0.6535431506965161,Recall
7,retrieval,0.13202110747391765,0.6535431506965161,Recall
7,recognition,0.13160336293755925,0.6535431506965161,Recall
7,recall,0.12823492057457586,0.6535431506965161,Recall
7,picture,0.1258283715195509,0.6535431506965161,Recall
7,face,0.12516410541233253,0.6535431506965161,Recall
7,memory_process,0.120737477850855,0.6535431506965161,Recall
7,forgetting,0.1163181771493712,0.6535431506965161,Recall
7,source_memory,0.11400205337584544,0.6535431506965161,Recall
7,memory_consolidation,0.11198463690768007,0.6535431506965161,Recall
7,encoding_task,0.11070044335746723,0.6535431506965161,Recall
8,semantic_knowledge,0.09950813787996976,0.5966953349818165,Retrieval
8,semantic_memory,0.09904928326572984,0.5966953349818165,Retrieval
8,episodic_memory,0.09420015769574057,0.5966953349818165,Retrieval
8,semantic_processing,0.09002436918177299,0.5966953349818165,Retrieval
8,memory,0.08804063556729043,0.5966953349818165,Retrieval
8,retrieval,0.07751416798785192,0.5966953349818165,Retrieval
8,semantic_information,0.07590501901013408,0.5966953349818165,Retrieval
8,declarative_memory,0.07576913668648162,0.5966953349818165,Retrieval
8,imageability,0.07486076980211312,0.5966953349818165,Retrieval
8,autobiographical_memory,0.07466113134224196,0.5966953349818165,Retrieval
8,word,0.07385793704124675,0.5966953349818165,Retrieval
8,remembering,0.07214816134237395,0.5966953349818165,Retrieval
8,theory_mind,0.07169390107368523,0.5966953349818165,Retrieval
8,recognition_memory,0.06974553513844042,0.5966953349818165,Retrieval
8,prospection,0.06959153278981378,0.5966953349818165,Retrieval
8,episodic_simulation,0.06893574416365916,0.5966953349818165,Retrieval
9,memory,0.12229671500611886,0.608625643322565,Memory Retrieval
9,remembering,0.11505122587666115,0.608625643322565,Memory Retrieval
9,retrieval,0.11063903729292582,0.608625643322565,Memory Retrieval
9,recognition,0.10871877293526999,0.608625643322565,Memory Retrieval
9,encoding,0.1084269423616096,0.608625643322565,Memory Retrieval
9,face_perception,0.108138392131956,0.608625643322565,Memory Retrieval
9,familiarity,0.10464336756400112,0.608625643322565,Memory Retrieval
9,recognition_memory,0.10266129498616576,0.608625643322565,Memory Retrieval
9,episodic_memory,0.1011929280490682,0.608625643322565,Memory Retrieval
9,navigation,0.09548898598430043,0.608625643322565,Memory Retrieval
9,vision,0.09222143001494301,0.608625643322565,Memory Retrieval
9,picture,0.0921160692933349,0.608625643322565,Memory Retrieval
9,memory_retrieval,0.0915278257213064,0.608625643322565,Memory Retrieval
9,visual_imagery,0.08904429177340281,0.608625643322565,Memory Retrieval
9,visual_perception,0.08653771040401984,0.608625643322565,Memory Retrieval
9,object_recognition,0.084205914916302,0.608625643322565,Memory Retrieval
9,visual_attention,0.08330589545047545,0.608625643322565,Memory Retrieval
9,recall,0.08151982377166778,0.608625643322565,Memory Retrieval
9,visual_object,0.08142235476869507,0.608625643322565,Memory Retrieval
9,spatial_memory,0.08130937140382803,0.608625643322565,Memory Retrieval
9,face,0.07983180554396231,0.608625643322565,Memory Retrieval
9,eye,0.07954637761642536,0.608625643322565,Memory Retrieval
9,source_memory,0.07827427485966246,0.608625643322565,Memory Retrieval
9,encoding_task,0.07792714750266333,0.608625643322565,Memory Retrieval
9,face_recognition,0.07589500593211537,0.608625643322565,Memory Retrieval
10,memory,0.14819343329379833,0.627950009579418,Remembering
10,episodic_memory,0.14238743869155795,0.627950009579418,Remembering
10,declarative_memory,0.13678519381960552,0.627950009579418,Remembering
10,remembering,0.12004914897369215,0.627950009579418,Remembering
10,recognition_memory,0.11799991275643468,0.627950009579418,Remembering
10,encoding,0.1172807994532816,0.627950009579418,Remembering
10,spatial_memory,0.11723271797073564,0.627950009579418,Remembering
10,retrieval,0.1129003560540921,0.627950009579418,Remembering
10,cognitive_map,0.11004291486258504,0.627950009579418,Remembering
10,autobiographical_memory,0.10643064123543897,0.627950009579418,Remembering
10,navigation,0.098926137357171,0.627950009579418,Remembering
10,emotional_memory,0.0980770700019514,0.627950009579418,Remembering
10,episodic_simulation,0.09585323779686014,0.627950009579418,Remembering
10,recall,0.09392839553239456,0.627950009579418,Remembering
10,encoding_task,0.09076284275778712,0.627950009579418,Remembering
10,memory_retrieval,0.09051039378534023,0.627950009579418,Remembering
10,source_memory,0.08916009896841001,0.627950009579418,Remembering
10,memory_process,0.08754342494403372,0.627950009579418,Remembering
10,memory_trace,0.08626447056929157,0.627950009579418,Remembering
10,longterm_memory,0.08514190815969529,0.627950009579418,Remembering
10,navigation_task,0.0846018590803297,0.627950009579418,Remembering
10,consolidation,0.08390485104639839,0.627950009579418,Remembering
10,forgetting,0.08298178999328465,0.627950009579418,Remembering
10,episodic_future_thinking,0.08035449360649749,0.627950009579418,Remembering
10,recognition,0.07782660661053947,0.627950009579418,Remembering
11,emotion,0.12640781137467347,0.5731629623889829,Emotion
11,fear,0.09287900348462066,0.5731629623889829,Emotion
11,arousal,0.09225658462777772,0.5731629623889829,Emotion
11,theory_mind,0.08994009098901734,0.5731629623889829,Emotion
11,sadness,0.08943277257753422,0.5731629623889829,Emotion
11,valence,0.08942271679876794,0.5731629623889829,Emotion
11,facial_expression,0.08926144963356801,0.5731629623889829,Emotion
11,disgust,0.08665401760749318,0.5731629623889829,Emotion
11,empathy,0.0861536098178203,0.5731629623889829,Emotion
11,speech,0.08349025571067356,0.5731629623889829,Emotion
11,negative_emotion,0.08159988849093455,0.5731629623889829,Emotion
11,language,0.08156563769057745,0.5731629623889829,Emotion
11,language_processing,0.08091846625762572,0.5731629623889829,Emotion
11,happiness,0.07862794768613396,0.5731629623889829,Emotion
11,prosody,0.07763167757814174,0.5731629623889829,Emotion
11,narrative,0.07753567636683954,0.5731629623889829,Emotion
11,social_cognition,0.07437594880788963,0.5731629623889829,Emotion
11,autobiographical_memory,0.07354578554104249,0.5731629623889829,Emotion
11,semantic_processing,0.07262514207192243,0.5731629623889829,Emotion
11,listening,0.07224572928118546,0.5731629623889829,Emotion
11,speech_processing,0.06868371247326653,0.5731629623889829,Emotion
11,syntax,0.0672319886835793,0.5731629623889829,Emotion
11,language_comprehension,0.06530564607827928,0.5731629623889829,Emotion
11,theory_mind_task,0.06529382086828571,0.5731629623889829,Emotion
11,semantic_memory,0.0630198523485668,0.5731629623889829,Emotion
12,reward,0.14364260206352394,0.5945499087486532,Mood
12,reward_processing,0.11394488756537545,0.5945499087486532,Mood
12,reward_anticipation,0.09979816838067747,0.5945499087486532,Mood
12,anticipation,0.09240521143829786,0.5945499087486532,Mood
12,decision_making,0.07816999000746078,0.5945499087486532,Mood
12,valence,0.07694963109704092,0.5945499087486532,Mood
12,intertemporal_choice,0.07026884843284151,0.5945499087486532,Mood
12,instrumental_conditioning,0.0695589069983038,0.5945499087486532,Mood
12,taste,0.06704385806557392,0.5945499087486532,Mood
12,expectancy,0.06496942838920311,0.5945499087486532,Mood
12,arousal,0.06441731416336251,0.5945499087486532,Mood
12,reward_learning,0.06390449740335903,0.5945499087486532,Mood
12,emotion,0.06331207863529413,0.5945499087486532,Mood
12,monetary_incentive_delay_task,0.06132408743011901,0.5945499087486532,Mood
12,gambling,0.05921908158578396,0.5945499087486532,Mood
12,loss,0.05867556206366761,0.5945499087486532,Mood
12,fear,0.05823943595239951,0.5945499087486532,Mood
12,emotion_regulation,0.058239019691645966,0.5945499087486532,Mood
12,negative_emotion,0.0572285992246208,0.5945499087486532,Mood
12,mood,0.05573128241092056,0.5945499087486532,Mood
12,libido,0.054528471272483656,0.5945499087486532,Mood
12,addiction,0.05389068171933961,0.5945499087486532,Mood
12,loss_anticipation,0.05353476353813903,0.5945499087486532,Mood
12,sadness,0.05340452392276941,0.5945499087486532,Mood
12,extinction,0.052918594349640885,0.5945499087486532,Mood
13,nociception,0.06566978754310772,0.5591584215706812,Valence
13,pain,0.0634993637511316,0.5591584215706812,Valence
13,arousal,0.0623598159450731,0.5591584215706812,Valence
13,respiration,0.06162555753917509,0.5591584215706812,Valence
13,anticipation,0.05822798080997602,0.5591584215706812,Valence
13,fear,0.05510880737971344,0.5591584215706812,Valence
13,heat,0.05307052142930463,0.5591584215706812,Valence
13,reward,0.050425672584616464,0.5591584215706812,Valence
13,extinction,0.05020102176955856,0.5591584215706812,Valence
13,emotion,0.048399766358580516,0.5591584215706812,Valence
13,semantic_memory_task,0.04825035769614836,0.5591584215706812,Valence
13,elaborative_rehearsal,0.0452572365869766,0.5591584215706812,Valence
13,odor,0.04449161460627793,0.5591584215706812,Valence
13,remembering,0.04396395552458943,0.5591584215706812,Valence
13,air_hunger,0.04368620861829448,0.5591584215706812,Valence
13,vineland_adaptive_behavior_scale,0.04363688854813898,0.5591584215706812,Valence
13,emotional_memory,0.043369538137099636,0.5591584215706812,Valence
13,pain_sensation,0.043247908866025496,0.5591584215706812,Valence
13,valence,0.042253822337290206,0.5591584215706812,Valence
13,infusion,0.04136095575020275,0.5591584215706812,Valence
13,libido,0.04123116305670557,0.5591584215706812,Valence
13,autobiographical_memory,0.040959888066263855,0.5591584215706812,Valence
13,episodic_simulation,0.04082302114128758,0.5591584215706812,Valence
14,emotion,0.22274788472523305,0.6585595830461244,Fear
14,fear,0.22170822292550416,0.6585595830461244,Fear
14,facial_expression,0.19232882182714608,0.6585595830461244,Fear
14,valence,0.1806257882329128,0.6585595830461244,Fear
14,arousal,0.1594910881993491,0.6585595830461244,Fear
14,face,0.15118877639630354,0.6585595830461244,Fear
14,anger,0.14735347029755766,0.6585595830461244,Fear
14,negative_emotion,0.14225989928254226,0.6585595830461244,Fear
14,emotional_expression,0.14162944221428753,0.6585595830461244,Fear
14,disgust,0.13700991519710742,0.6585595830461244,Fear
14,anxiety,0.1266833499494584,0.6585595830461244,Fear
14,international_affective_picture_system,0.12601577054502625,0.6585595830461244,Fear
14,sadness,0.12303568190409135,0.6585595830461244,Fear
14,extinction,0.12146914296489522,0.6585595830461244,Fear
14,olfaction,0.12074306282460152,0.6585595830461244,Fear
14,emotional_memory,0.11308392110547938,0.6585595830461244,Fear
14,happiness,0.11000396121755264,0.6585595830461244,Fear
14,picture,0.1025184319591114,0.6585595830461244,Fear
14,emotion_regulation,0.10138235016467664,0.6585595830461244,Fear
14,salience,0.09558023169452144,0.6585595830461244,Fear
14,emotion_recognition,0.09494061036626718,0.6585595830461244,Fear
14,explicit_knowledge,0.0930872401252606,0.6585595830461244,Fear
14,trait_anxiety,0.09258754262664247,0.6585595830461244,Fear
14,affective_picture,0.09188979094369408,0.6585595830461244,Fear
14,emotion_perception,0.09116689846405134,0.6585595830461244,Fear
15,micturition,0.08566776716941016,0.5801568021320676,Anger
15,anticipation,0.08425653980750528,0.5801568021320676,Anger
15,nociception,0.0744631232608153,0.5801568021320676,Anger
15,arousal,0.06954171431147523,0.5801568021320676,Anger
15,pain,0.06772912453769989,0.5801568021320676,Anger
15,sexual_arousal,0.06035317984732369,0.5801568021320676,Anger
15,heat,0.0566466773308611,0.5801568021320676,Anger
15,fear,0.05343614568969594,0.5801568021320676,Anger
15,reward,0.0523814577342059,0.5801568021320676,Anger
15,reward_anticipation,0.05032733469918397,0.5801568021320676,Anger
15,air_hunger,0.04915009966737061,0.5801568021320676,Anger
15,respiration,0.04686568016038108,0.5801568021320676,Anger
15,hunger,0.046764848962793606,0.5801568021320676,Anger
15,visual_analogue_scale,0.045620422067131516,0.5801568021320676,Anger
15,cold_stimulation,0.04386785601400306,0.5801568021320676,Anger
15,happiness,0.042944055324378116,0.5801568021320676,Anger
15,taste,0.04023487570679919,0.5801568021320676,Anger
15,emotion,0.03911308697299458,0.5801568021320676,Anger
15,expectancy,0.03899495837040655,0.5801568021320676,Anger
15,anger,0.03888972091791283,0.5801568021320676,Anger
15,monetary_incentive_delay_task,0.03850027393886184,0.5801568021320676,Anger
15,painful_stimulation,0.03837728720314781,0.5801568021320676,Anger
15,orgasm,0.03822666557858037,0.5801568021320676,Anger
15,declarative_memory,0.03791244502660708,0.5801568021320676,Anger
15,source_memory,0.03698575000794741,0.5801568021320676,Anger
16,reward,0.2678068831882269,0.6392694724771746,Loss
16,reward_anticipation,0.22084140609944536,0.6392694724771746,Loss
16,reward_processing,0.2164765048258261,0.6392694724771746,Loss
16,monetary_incentive_delay_task,0.1750929978038233,0.6392694724771746,Loss
16,anticipation,0.15285067664206192,0.6392694724771746,Loss
16,reward_learning,0.14813559183499345,0.6392694724771746,Loss
16,instrumental_conditioning,0.14171824404054525,0.6392694724771746,Loss
16,reinforcement_learning,0.1205705177213154,0.6392694724771746,Loss
16,feedback,0.11896895533704507,0.6392694724771746,Loss
16,loss_anticipation,0.11759349497626505,0.6392694724771746,Loss
16,decision_making,0.11512800593017306,0.6392694724771746,Loss
16,expectancy,0.11481173955072,0.6392694724771746,Loss
16,addiction,0.11158093825018656,0.6392694724771746,Loss
16,gambling,0.10860876457341777,0.6392694724771746,Loss
16,wanting,0.10209505774944384,0.6392694724771746,Loss
16,loss,0.10039311922208738,0.6392694724771746,Loss
17,reward,0.14487427617564588,0.5924361466454581,Reward
17,anticipation,0.1118018406919332,0.5924361466454581,Reward
17,reward_processing,0.11110434018839344,0.5924361466454581,Reward
17,reward_anticipation,0.10712245239222801,0.5924361466454581,Reward
17,monetary_incentive_delay_task,0.10439124384574597,0.5924361466454581,Reward
17,motor_control,0.09647390191614087,0.5924361466454581,Reward
17,feedback,0.07984501061441204,0.5924361466454581,Reward
17,reinforcement_learning,0.0792227435352324,0.5924361466454581,Reward
17,motor_program,0.07538296628413949,0.5924361466454581,Reward
17,instrumental_conditioning,0.07515126728826088,0.5924361466454581,Reward
17,taste,0.06674007821104777,0.5924361466454581,Reward
17,reward_learning,0.06477852510290788,0.5924361466454581,Reward
18,reward,0.17850039532411244,0.5956635761717551,Reward Processing
18,reward_processing,0.15220354619931495,0.5956635761717551,Reward Processing
18,reward_anticipation,0.13790090741625818,0.5956635761717551,Reward Processing
18,anticipation,0.11658483140943356,0.5956635761717551,Reward Processing
18,monetary_incentive_delay_task,0.11456877861663972,0.5956635761717551,Reward Processing
18,instrumental_conditioning,0.1073010804944614,0.5956635761717551,Reward Processing
18,reinforcement_learning,0.08935171054429222,0.5956635761717551,Reward Processing
18,feedback,0.08531024815948621,0.5956635761717551,Reward Processing
18,reward_learning,0.08277519835496511,0.5956635761717551,Reward Processing
18,decision_making,0.08274700798392083,0.5956635761717551,Reward Processing
18,gambling,0.07848847821173502,0.5956635761717551,Reward Processing
18,expectancy,0.07778279784206202,0.5956635761717551,Reward Processing
18,habit_learning,0.07358914135790018,0.5956635761717551,Reward Processing
19,reward,0.2503189039355677,0.6246161138129327,Decision Making
19,reward_anticipation,0.2221302947137747,0.6246161138129327,Decision Making
19,reward_processing,0.1969204152481544,0.6246161138129327,Decision Making
19,monetary_incentive_delay_task,0.16667426282360098,0.6246161138129327,Decision Making
19,anticipation,0.1442459658368312,0.6246161138129327,Decision Making
19,reward_learning,0.12627489743686335,0.6246161138129327,Decision Making
19,instrumental_conditioning,0.11942906484357872,0.6246161138129327,Decision Making
19,reinforcement_learning,0.11917348031043615,0.6246161138129327,Decision Making
19,loss_anticipation,0.11663740111916132,0.6246161138129327,Decision Making
19,feedback,0.11228901024265987,0.6246161138129327,Decision Making
19,addiction,0.1119134400023433,0.6246161138129327,Decision Making
19,gambling,0.11054845217634797,0.6246161138129327,Decision Making
19,expectancy,0.10493729872568938,0.6246161138129327,Decision Making
19,decision_making,0.10194184098408897,0.6246161138129327,Decision Making
19,wanting,0.1004996158658383,0.6246161138129327,Decision Making
19,loss,0.09236684678607546,0.6246161138129327,Decision Making
20,reward,0.1664877184277151,0.6056278667233626,Arousal
20,reward_anticipation,0.13684365985966707,0.6056278667233626,Arousal
20,reward_processing,0.1367565802581014,0.6056278667233626,Arousal
20,reward_learning,0.10016157125249042,0.6056278667233626,Arousal
20,anticipation,0.08946723264930573,0.6056278667233626,Arousal
20,addiction,0.08816019500332639,0.6056278667233626,Arousal
20,decision_making,0.08472472976656104,0.6056278667233626,Arousal
20,expectancy,0.07893283747780071,0.6056278667233626,Arousal
20,monetary_incentive_delay_task,0.07712822574300096,0.6056278667233626,Arousal
20,valence,0.0767562318001967,0.6056278667233626,Arousal
20,taste,0.07576153250234881,0.6056278667233626,Arousal
20,mood,0.07305453532263509,0.6056278667233626,Arousal
20,arousal,0.07096009939829856,0.6056278667233626,Arousal
20,anhedonia,0.07041339279814023,0.6056278667233626,Arousal
20,food,0.06698650220799579,0.6056278667233626,Arousal
20,salience,0.06625925692219893,0.6056278667233626,Arousal
20,loss,0.06274368324374706,0.6056278667233626,Arousal
20,gambling,0.05894465626049542,0.6056278667233626,Arousal
20,impulsivity,0.05845330409445242,0.6056278667233626,Arousal
20,instrumental_conditioning,0.05772985206741161,0.6056278667233626,Arousal
20,emotion,0.05695733961236725,0.6056278667233626,Arousal
20,dsmiv,0.05688140546283477,0.6056278667233626,Arousal
20,intertemporal_choice,0.056443804078786027,0.6056278667233626,Arousal
20,loss_anticipation,0.05587861872734716,0.6056278667233626,Arousal
21,anticipation,0.08665285660996068,0.5706545987692426,Anticipation
21,painful_stimulation,0.08613466861624755,0.5706545987692426,Anticipation
21,pain,0.07619093792492593,0.5706545987692426,Anticipation
21,heat,0.07517796288499969,0.5706545987692426,Anticipation
21,motor_control,0.07378270265227732,0.5706545987692426,Anticipation
21,pain_sensation,0.07285739001154701,0.5706545987692426,Anticipation
21,arousal,0.06602421045601466,0.5706545987692426,Anticipation
21,reward,0.06576054302001627,0.5706545987692426,Anticipation
21,nociception,0.06336261783136721,0.5706545987692426,Anticipation
22,reward,0.1862792057405081,0.5938676784141755,Expectancy
22,reward_processing,0.1481397530346482,0.5938676784141755,Expectancy
22,reward_anticipation,0.13387790047651366,0.5938676784141755,Expectancy
22,monetary_incentive_delay_task,0.12390030945314587,0.5938676784141755,Expectancy
22,anticipation,0.11344756597456425,0.5938676784141755,Expectancy
22,instrumental_conditioning,0.109025980138058,0.5938676784141755,Expectancy
22,reinforcement_learning,0.09100456948278353,0.5938676784141755,Expectancy
22,feedback,0.08483624648964733,0.5938676784141755,Expectancy
22,reward_learning,0.08308739100696808,0.5938676784141755,Expectancy
22,addiction,0.07833780468420526,0.5938676784141755,Expectancy
22,decision_making,0.07822803405634396,0.5938676784141755,Expectancy
22,expectancy,0.07737283961074462,0.5938676784141755,Expectancy
22,habit_learning,0.07662230819463052,0.5938676784141755,Expectancy
23,working_memory,0.14297451817351073,0.6052233860459422,Reaction Time
23,cognitive_control,0.13156511271911736,0.6052233860459422,Reaction Time
23,monitoring,0.1133242020375617,0.6052233860459422,Reaction Time
23,cognitive,0.106397721278694,0.6052233860459422,Reaction Time
23,strategy,0.10254047848042576,0.6052233860459422,Reaction Time
23,executive_function,0.10247203525109,0.6052233860459422,Reaction Time
23,spatial_working_memory,0.09908346294103364,0.6052233860459422,Reaction Time
23,cognitive_process,0.09829937716809106,0.6052233860459422,Reaction Time
23,reaction_time,0.09713171104499874,0.6052233860459422,Reaction Time
23,manipulation,0.09552804690601052,0.6052233860459422,Reaction Time
23,response_selection,0.09268098447446547,0.6052233860459422,Reaction Time
23,maintenance,0.09244311851857474,0.6052233860459422,Reaction Time
23,attention,0.0862685859522081,0.6052233860459422,Reaction Time
23,error_detection,0.08576544664802697,0.6052233860459422,Reaction Time
23,goal,0.0843579127224978,0.6052233860459422,Reaction Time
